prompt,summary,action,method,relation,clazz,subject,node,property
Select nodes that has relations with case490,All the classes of the nodes are: Case City Country Location Person  All the relations of the nodes are: citizen_of in infected_by infected_in resident_of  The properties of each class are as following  class: Case properties: label treatment occupation gender age contagion diagnostic_confidence confirmed_date _degree sample node names: case190 case200 case210 case490  class: City properties: label sample node names: north center south  class: Country properties: label sample node names: us br uk jp fr de  All the actions to interact with the canvas are: load remove select unselect  the method to perform the actions are: by class by relation by property by node by selected  the above methods are strictly the only 5 methods   The instructions are a set of commands which can display or remove nodes and relationships on a canvas., action: select, method: by node, relation:'', class: '', subject:'',node: case490, property:''
Select nodes that are not connected to case200,All the classes of the nodes are: Case City Country Location Person  All the relations of the nodes are: citizen_of in infected_by infected_in resident_of  The properties of each class are as following  class: Case properties: label treatment occupation gender age contagion diagnostic_confidence confirmed_date _degree sample node names: case190 case200 case210 case490  class: City properties: label sample node names: north center south  class: Country properties: label sample node names: us br uk jp fr de  All the actions to interact with the canvas are: load remove select unselect  the method to perform the actions are: by class by relation by property by node by selected  the above methods are strictly the only 5 methods   The instructions are a set of commands which can display or remove nodes and relationships on a canvas., action: select, method: by node, relation:'', class: '', subject:'',node: !case200, property:''
Drop the female cases,All the classes of the nodes are: Case City Country Location Person  All the relations of the nodes are: citizen_of in infected_by infected_in resident_of  The properties of each class are as following  class: Case properties: label treatment occupation gender age contagion diagnostic_confidence confirmed_date _degree sample node names: case190 case200 case210 case490  class: City properties: label sample node names: north center south  class: Country properties: label sample node names: us br uk jp fr de  All the actions to interact with the canvas are: load remove select unselect  the method to perform the actions are: by class by relation by property by node by selected  the above methods are strictly the only 5 methods   The instructions are a set of commands which can display or remove nodes and relationships on a canvas., action: remove, method: by property, relation:'', class: Case, subject:'', node: '', property: 'gender: female'
Select the female cases,All the classes of the nodes are: Case City Country Location Person  All the relations of the nodes are: citizen_of in infected_by infected_in resident_of  The properties of each class are as following  class: Case properties: label treatment occupation gender age contagion diagnostic_confidence confirmed_date _degree sample node names: case190 case200 case210 case490  class: City properties: label sample node names: north center south  class: Country properties: label sample node names: us br uk jp fr de  All the actions to interact with the canvas are: load remove select unselect  the method to perform the actions are: by class by relation by property by node by selected  the above methods are strictly the only 5 methods   The instructions are a set of commands which can display or remove nodes and relationships on a canvas., action: select, method: by property, relation:'', class: Case, subject:'', node: '', property: 'gender: female'
Load female cases,All the classes of the nodes are: Case City Country Location Person  All the relations of the nodes are: citizen_of in infected_by infected_in resident_of  The properties of each class are as following  class: Case properties: label treatment occupation gender age contagion diagnostic_confidence confirmed_date _degree sample node names: case190 case200 case210 case490  class: City properties: label sample node names: north center south  class: Country properties: label sample node names: us br uk jp fr de  All the actions to interact with the canvas are: load remove select unselect  the method to perform the actions are: by class by relation by property by node by selected  the above methods are strictly the only 5 methods   The instructions are a set of commands which can display or remove nodes and relationships on a canvas., action: load, method: by property, relation:'', class: Case, subject:'', node: '', property: 'gender: female'
Drop the male cases,All the classes of the nodes are: Case City Country Location Person  All the relations of the nodes are: citizen_of in infected_by infected_in resident_of  The properties of each class are as following  class: Case properties: label treatment occupation gender age contagion diagnostic_confidence confirmed_date _degree sample node names: case190 case200 case210 case490  class: City properties: label sample node names: north center south  class: Country properties: label sample node names: us br uk jp fr de  All the actions to interact with the canvas are: load remove select unselect  the method to perform the actions are: by class by relation by property by node by selected  the above methods are strictly the only 5 methods   The instructions are a set of commands which can display or remove nodes and relationships on a canvas., action: remove, method: by property, relation:'', class: Case, subject:'', node: '', property: 'gender: male'
Select the cases with over 18 years old,All the classes of the nodes are: Case City Country Location Person  All the relations of the nodes are: citizen_of in infected_by infected_in resident_of  The properties of each class are as following  class: Case properties: label treatment occupation gender age contagion diagnostic_confidence confirmed_date _degree sample node names: case190 case200 case210 case490  class: City properties: label sample node names: north center south  class: Country properties: label sample node names: us br uk jp fr de  All the actions to interact with the canvas are: load remove select unselect  the method to perform the actions are: by class by relation by property by node by selected  the above methods are strictly the only 5 methods   The instructions are a set of commands which can display or remove nodes and relationships on a canvas., action: select, method: by property, relation:'', class: Case, subject:'', node: '',property: 'age: >18'
Select the cases younger than 34 years old,All the classes of the nodes are: Case City Country Location Person  All the relations of the nodes are: citizen_of in infected_by infected_in resident_of  The properties of each class are as following  class: Case properties: label treatment occupation gender age contagion diagnostic_confidence confirmed_date _degree sample node names: case190 case200 case210 case490  class: City properties: label sample node names: north center south  class: Country properties: label sample node names: us br uk jp fr de  All the actions to interact with the canvas are: load remove select unselect  the method to perform the actions are: by class by relation by property by node by selected  the above methods are strictly the only 5 methods   The instructions are a set of commands which can display or remove nodes and relationships on a canvas., action: select, method: by property, relation:'', class: Case, subject:'', node: '',property: 'age: <34'
Load the cases of age greater than 54 years old,All the classes of the nodes are: Case City Country Location Person  All the relations of the nodes are: citizen_of in infected_by infected_in resident_of  The properties of each class are as following  class: Case properties: label treatment occupation gender age contagion diagnostic_confidence confirmed_date _degree sample node names: case190 case200 case210 case490  class: City properties: label sample node names: north center south  class: Country properties: label sample node names: us br uk jp fr de  All the actions to interact with the canvas are: load remove select unselect  the method to perform the actions are: by class by relation by property by node by selected  the above methods are strictly the only 5 methods   The instructions are a set of commands which can display or remove nodes and relationships on a canvas., action: load, method: by property, relation:'', class: Case, subject:'', node: '',property: 'age: >54'
Select the cases of age greater than 54 years old,All the classes of the nodes are: Case City Country Location Person  All the relations of the nodes are: citizen_of in infected_by infected_in resident_of  The properties of each class are as following  class: Case properties: label treatment occupation gender age contagion diagnostic_confidence confirmed_date _degree sample node names: case190 case200 case210 case490  class: City properties: label sample node names: north center south  class: Country properties: label sample node names: us br uk jp fr de  All the actions to interact with the canvas are: load remove select unselect  the method to perform the actions are: by class by relation by property by node by selected  the above methods are strictly the only 5 methods   The instructions are a set of commands which can display or remove nodes and relationships on a canvas., action: select, method: by property, relation:'', class: Case, subject:'', node: '',property: 'age: >54'
Select the cases of age between 18 and 24,All the classes of the nodes are: Case City Country Location Person  All the relations of the nodes are: citizen_of in infected_by infected_in resident_of  The properties of each class are as following  class: Case properties: label treatment occupation gender age contagion diagnostic_confidence confirmed_date _degree sample node names: case190 case200 case210 case490  class: City properties: label sample node names: north center south  class: Country properties: label sample node names: us br uk jp fr de  All the actions to interact with the canvas are: load remove select unselect  the method to perform the actions are: by class by relation by property by node by selected  the above methods are strictly the only 5 methods   The instructions are a set of commands which can display or remove nodes and relationships on a canvas., action: select, method: by property, relation:'', class: Case, subject:'', node: '',property: 'age: 18~24'
Load the cases of age between 28 and 62,All the classes of the nodes are: Case City Country Location Person  All the relations of the nodes are: citizen_of in infected_by infected_in resident_of  The properties of each class are as following  class: Case properties: label treatment occupation gender age contagion diagnostic_confidence confirmed_date _degree sample node names: case190 case200 case210 case490  class: City properties: label sample node names: north center south  class: Country properties: label sample node names: us br uk jp fr de  All the actions to interact with the canvas are: load remove select unselect  the method to perform the actions are: by class by relation by property by node by selected  the above methods are strictly the only 5 methods   The instructions are a set of commands which can display or remove nodes and relationships on a canvas., action: load, method: by property, relation:'', class: Case, subject:'', node: '',property: 'age: 28~62'
Unselect the cases of age between 28 and 48,All the classes of the nodes are: Case City Country Location Person  All the relations of the nodes are: citizen_of in infected_by infected_in resident_of  The properties of each class are as following  class: Case properties: label treatment occupation gender age contagion diagnostic_confidence confirmed_date _degree sample node names: case190 case200 case210 case490  class: City properties: label sample node names: north center south  class: Country properties: label sample node names: us br uk jp fr de  All the actions to interact with the canvas are: load remove select unselect  the method to perform the actions are: by class by relation by property by node by selected  the above methods are strictly the only 5 methods   The instructions are a set of commands which can display or remove nodes and relationships on a canvas., action: unselect, method: by property, relation:'', class: Case, subject:'', node: '',property: 'age: 28~48'
Unselect the cases of age between 18 and 24,All the classes of the nodes are: Case City Country Location Person  All the relations of the nodes are: citizen_of in infected_by infected_in resident_of  The properties of each class are as following  class: Case properties: label treatment occupation gender age contagion diagnostic_confidence confirmed_date _degree sample node names: case190 case200 case210 case490  class: City properties: label sample node names: north center south  class: Country properties: label sample node names: us br uk jp fr de  All the actions to interact with the canvas are: load remove select unselect  the method to perform the actions are: by class by relation by property by node by selected  the above methods are strictly the only 5 methods   The instructions are a set of commands which can display or remove nodes and relationships on a canvas., action: unselect, method: by property, relation:'', class: Case, subject:'', node: '',property: 'age: 18~24'
Drop the selected,All the classes of the nodes are: Case City Country Location Person  All the relations of the nodes are: citizen_of in infected_by infected_in resident_of  The properties of each class are as following  class: Case properties: label treatment occupation gender age contagion diagnostic_confidence confirmed_date _degree sample node names: case190 case200 case210 case490  class: City properties: label sample node names: north center south  class: Country properties: label sample node names: us br uk jp fr de  All the actions to interact with the canvas are: load remove select unselect  the method to perform the actions are: by class by relation by property by node by selected  the above methods are strictly the only 5 methods   The instructions are a set of commands which can display or remove nodes and relationships on a canvas., action: remove, method: by selected, relation:'', class: '', subject:'', node: '', property:''
Cities that start with 'j',All the classes of the nodes are: Case City Country Location Person  All the relations of the nodes are: citizen_of in infected_by infected_in resident_of  The properties of each class are as following  class: Case properties: label treatment occupation gender age contagion diagnostic_confidence confirmed_date _degree sample node names: case190 case200 case210 case490  class: City properties: label sample node names: north center south  class: Country properties: label sample node names: us br uk jp fr de  All the actions to interact with the canvas are: load remove select unselect  the method to perform the actions are: by class by relation by property by node by selected  the above methods are strictly the only 5 methods   The instructions are a set of commands which can display or remove nodes and relationships on a canvas., action: load, method: by node, relation:'', class: City, subject:'', node: 'j*', property:''
Zoom in to the right area,All the classes of the nodes are: Case City Country Location Person  All the relations of the nodes are: citizen_of in infected_by infected_in resident_of  The properties of each class are as following  class: Case properties: label treatment occupation gender age contagion diagnostic_confidence confirmed_date _degree sample node names: case190 case200 case210 case490  class: City properties: label sample node names: north center south  class: Country properties: label sample node names: us br uk jp fr de  All the actions to interact with the canvas are: load remove select unselect  the method to perform the actions are: by class by relation by property by node by selected  the above methods are strictly the only 5 methods   The instructions are a set of commands which can display or remove nodes and relationships on a canvas., action: not supported, method: '', relation:'', class: '', subject:'', node: '', property:''
Try it again,All the classes of the nodes are: Case City Country Location Person  All the relations of the nodes are: citizen_of in infected_by infected_in resident_of  The properties of each class are as following  class: Case properties: label treatment occupation gender age contagion diagnostic_confidence confirmed_date _degree sample node names: case190 case200 case210 case490  class: City properties: label sample node names: north center south  class: Country properties: label sample node names: us br uk jp fr de  All the actions to interact with the canvas are: load remove select unselect  the method to perform the actions are: by class by relation by property by node by selected  the above methods are strictly the only 5 methods   The instructions are a set of commands which can display or remove nodes and relationships on a canvas., action: not supported, method: '', relation:'', class: '', subject:'', node: '', property:''
Show actors.,The classes of the nodes are: Actor Movie Film Director Genre  The list of relationships are: APPEARED_IN DIRECTED_BY BELONGS_TO  The properties of the classes: Movie: label title released actors director box_office Director: label gender(male/female) movie_directed nationality(UK US JP TW) Genre: label  Actor nodes are: Isabelle Huppert Sacueline Bissse Sandrine Bonnaire Bob Steele... Movie nodes are: Brief Encounter Casablanca Before Sunrise Breathless In the Mood for Love... Director nodes are: David Lean Michael Curtiz Richard Linklater Jean-Luc Godard Kar Wai Wong... Genre nodes are: Romance Crime Sci-Fi Horror...    The actions to interact with the canvas are: load remove select unselect  The method to perform the actions are: by class by relation by property by node by selected  the above methods are strictly the only 5 methods. The instructions are a set of commands which can display or remove nodes and relationships on a canvas., action: load, method: by class, relation:'', class: Actor, subject:'', node: '', property:''
Brief Encounter had actors in it.,The classes of the nodes are: Actor Movie Film Director Genre  The list of relationships are: APPEARED_IN DIRECTED_BY BELONGS_TO  The properties of the classes: Movie: label title released actors director box_office Director: label gender(male/female) movie_directed nationality(UK US JP TW) Genre: label  Actor nodes are: Isabelle Huppert Sacueline Bissse Sandrine Bonnaire Bob Steele... Movie nodes are: Brief Encounter Casablanca Before Sunrise Breathless In the Mood for Love... Director nodes are: David Lean Michael Curtiz Richard Linklater Jean-Luc Godard Kar Wai Wong... Genre nodes are: Romance Crime Sci-Fi Horror...    The actions to interact with the canvas are: load remove select unselect  The method to perform the actions are: by class by relation by property by node by selected  the above methods are strictly the only 5 methods. The instructions are a set of commands which can display or remove nodes and relationships on a canvas., action: load, method: by relation, relation: APPEARED_IN, class:'', subject: Brief Encounter, node: '', property:''
Brief Encounter had actors who appeared in it.,The classes of the nodes are: Actor Movie Film Director Genre  The list of relationships are: APPEARED_IN DIRECTED_BY BELONGS_TO  The properties of the classes: Movie: label title released actors director box_office Director: label gender(male/female) movie_directed nationality(UK US JP TW) Genre: label  Actor nodes are: Isabelle Huppert Sacueline Bissse Sandrine Bonnaire Bob Steele... Movie nodes are: Brief Encounter Casablanca Before Sunrise Breathless In the Mood for Love... Director nodes are: David Lean Michael Curtiz Richard Linklater Jean-Luc Godard Kar Wai Wong... Genre nodes are: Romance Crime Sci-Fi Horror...    The actions to interact with the canvas are: load remove select unselect  The method to perform the actions are: by class by relation by property by node by selected  the above methods are strictly the only 5 methods. The instructions are a set of commands which can display or remove nodes and relationships on a canvas., action: load, method: by relation, relation: APPEARED_IN, class:'', subject: Brief Encounter, node: '', property:''
There are actors who appeared in Casablanca.,The classes of the nodes are: Actor Movie Film Director Genre  The list of relationships are: APPEARED_IN DIRECTED_BY BELONGS_TO  The properties of the classes: Movie: label title released actors director box_office Director: label gender(male/female) movie_directed nationality(UK US JP TW) Genre: label  Actor nodes are: Isabelle Huppert Sacueline Bissse Sandrine Bonnaire Bob Steele... Movie nodes are: Brief Encounter Casablanca Before Sunrise Breathless In the Mood for Love... Director nodes are: David Lean Michael Curtiz Richard Linklater Jean-Luc Godard Kar Wai Wong... Genre nodes are: Romance Crime Sci-Fi Horror...    The actions to interact with the canvas are: load remove select unselect  The method to perform the actions are: by class by relation by property by node by selected  the above methods are strictly the only 5 methods. The instructions are a set of commands which can display or remove nodes and relationships on a canvas., action: load, method: by relation, relation: APPEARED_IN, class:'', subject: Casablanca, node: '', property:''
The actors were in Casablanca.,The classes of the nodes are: Actor Movie Film Director Genre  The list of relationships are: APPEARED_IN DIRECTED_BY BELONGS_TO  The properties of the classes: Movie: label title released actors director box_office Director: label gender(male/female) movie_directed nationality(UK US JP TW) Genre: label  Actor nodes are: Isabelle Huppert Sacueline Bissse Sandrine Bonnaire Bob Steele... Movie nodes are: Brief Encounter Casablanca Before Sunrise Breathless In the Mood for Love... Director nodes are: David Lean Michael Curtiz Richard Linklater Jean-Luc Godard Kar Wai Wong... Genre nodes are: Romance Crime Sci-Fi Horror...    The actions to interact with the canvas are: load remove select unselect  The method to perform the actions are: by class by relation by property by node by selected  the above methods are strictly the only 5 methods. The instructions are a set of commands which can display or remove nodes and relationships on a canvas., action: load, method: by relation, relation: APPEARED_IN, class:'', subject: Casablanca, node: '', property:''
People who appeared in Casablanca.,The classes of the nodes are: Actor Movie Film Director Genre  The list of relationships are: APPEARED_IN DIRECTED_BY BELONGS_TO  The properties of the classes: Movie: label title released actors director box_office Director: label gender(male/female) movie_directed nationality(UK US JP TW) Genre: label  Actor nodes are: Isabelle Huppert Sacueline Bissse Sandrine Bonnaire Bob Steele... Movie nodes are: Brief Encounter Casablanca Before Sunrise Breathless In the Mood for Love... Director nodes are: David Lean Michael Curtiz Richard Linklater Jean-Luc Godard Kar Wai Wong... Genre nodes are: Romance Crime Sci-Fi Horror...    The actions to interact with the canvas are: load remove select unselect  The method to perform the actions are: by class by relation by property by node by selected  the above methods are strictly the only 5 methods. The instructions are a set of commands which can display or remove nodes and relationships on a canvas., action: load, method: by relation, relation: APPEARED_IN, class:'', subject: Casablanca, node: '', property:''
Show Breathless was directed by.,The classes of the nodes are: Actor Movie Film Director Genre  The list of relationships are: APPEARED_IN DIRECTED_BY BELONGS_TO  The properties of the classes: Movie: label title released actors director box_office Director: label gender(male/female) movie_directed nationality(UK US JP TW) Genre: label  Actor nodes are: Isabelle Huppert Sacueline Bissse Sandrine Bonnaire Bob Steele... Movie nodes are: Brief Encounter Casablanca Before Sunrise Breathless In the Mood for Love... Director nodes are: David Lean Michael Curtiz Richard Linklater Jean-Luc Godard Kar Wai Wong... Genre nodes are: Romance Crime Sci-Fi Horror...    The actions to interact with the canvas are: load remove select unselect  The method to perform the actions are: by class by relation by property by node by selected  the above methods are strictly the only 5 methods. The instructions are a set of commands which can display or remove nodes and relationships on a canvas., action: load, method: by relation, relation: DIRECTED_BY, class:'', subject: Breathless, node: '', property:''
People who directed Breathless.,The classes of the nodes are: Actor Movie Film Director Genre  The list of relationships are: APPEARED_IN DIRECTED_BY BELONGS_TO  The properties of the classes: Movie: label title released actors director box_office Director: label gender(male/female) movie_directed nationality(UK US JP TW) Genre: label  Actor nodes are: Isabelle Huppert Sacueline Bissse Sandrine Bonnaire Bob Steele... Movie nodes are: Brief Encounter Casablanca Before Sunrise Breathless In the Mood for Love... Director nodes are: David Lean Michael Curtiz Richard Linklater Jean-Luc Godard Kar Wai Wong... Genre nodes are: Romance Crime Sci-Fi Horror...    The actions to interact with the canvas are: load remove select unselect  The method to perform the actions are: by class by relation by property by node by selected  the above methods are strictly the only 5 methods. The instructions are a set of commands which can display or remove nodes and relationships on a canvas., action: load, method: by relation, relation: DIRECTED_BY, class:'', subject: Breathless, node: '', property:''
Show me all female directors.,The classes of the nodes are: Actor Movie Film Director Genre  The list of relationships are: APPEARED_IN DIRECTED_BY BELONGS_TO  The properties of the classes: Movie: label title released actors director box_office Director: label gender(male/female) movie_directed nationality(UK US JP TW) Genre: label  Actor nodes are: Isabelle Huppert Sacueline Bissse Sandrine Bonnaire Bob Steele... Movie nodes are: Brief Encounter Casablanca Before Sunrise Breathless In the Mood for Love... Director nodes are: David Lean Michael Curtiz Richard Linklater Jean-Luc Godard Kar Wai Wong... Genre nodes are: Romance Crime Sci-Fi Horror...    The actions to interact with the canvas are: load remove select unselect  The method to perform the actions are: by class by relation by property by node by selected  the above methods are strictly the only 5 methods. The instructions are a set of commands which can display or remove nodes and relationships on a canvas., action: load, method: by property, relation: '', class: Director, subject:'', node: '', property: 'gender: female'
Show me the female directors.,The classes of the nodes are: Actor Movie Film Director Genre  The list of relationships are: APPEARED_IN DIRECTED_BY BELONGS_TO  The properties of the classes: Movie: label title released actors director box_office Director: label gender(male/female) movie_directed nationality(UK US JP TW) Genre: label  Actor nodes are: Isabelle Huppert Sacueline Bissse Sandrine Bonnaire Bob Steele... Movie nodes are: Brief Encounter Casablanca Before Sunrise Breathless In the Mood for Love... Director nodes are: David Lean Michael Curtiz Richard Linklater Jean-Luc Godard Kar Wai Wong... Genre nodes are: Romance Crime Sci-Fi Horror...    The actions to interact with the canvas are: load remove select unselect  The method to perform the actions are: by class by relation by property by node by selected  the above methods are strictly the only 5 methods. The instructions are a set of commands which can display or remove nodes and relationships on a canvas., action: load, method: by property, relation: '', class: Director, subject:'', node: '', property: 'gender: female'
Show me all the female directors.,The classes of the nodes are: Actor Movie Film Director Genre  The list of relationships are: APPEARED_IN DIRECTED_BY BELONGS_TO  The properties of the classes: Movie: label title released actors director box_office Director: label gender(male/female) movie_directed nationality(UK US JP TW) Genre: label  Actor nodes are: Isabelle Huppert Sacueline Bissse Sandrine Bonnaire Bob Steele... Movie nodes are: Brief Encounter Casablanca Before Sunrise Breathless In the Mood for Love... Director nodes are: David Lean Michael Curtiz Richard Linklater Jean-Luc Godard Kar Wai Wong... Genre nodes are: Romance Crime Sci-Fi Horror...    The actions to interact with the canvas are: load remove select unselect  The method to perform the actions are: by class by relation by property by node by selected  the above methods are strictly the only 5 methods. The instructions are a set of commands which can display or remove nodes and relationships on a canvas., action: load, method: by property, relation: '', class: Director, subject:'', node: '', property: 'gender: female'
Found all the directors of United Kindgom.,The classes of the nodes are: Actor Movie Film Director Genre  The list of relationships are: APPEARED_IN DIRECTED_BY BELONGS_TO  The properties of the classes: Movie: label title released actors director box_office Director: label gender(male/female) movie_directed nationality(UK US JP TW) Genre: label  Actor nodes are: Isabelle Huppert Sacueline Bissse Sandrine Bonnaire Bob Steele... Movie nodes are: Brief Encounter Casablanca Before Sunrise Breathless In the Mood for Love... Director nodes are: David Lean Michael Curtiz Richard Linklater Jean-Luc Godard Kar Wai Wong... Genre nodes are: Romance Crime Sci-Fi Horror...    The actions to interact with the canvas are: load remove select unselect  The method to perform the actions are: by class by relation by property by node by selected  the above methods are strictly the only 5 methods. The instructions are a set of commands which can display or remove nodes and relationships on a canvas., action: load, method: by property, relation: '', class: Director, subject:'', node: ''," property: ""nationality: UK'"
Found the United Kindgom director.,The classes of the nodes are: Actor Movie Film Director Genre  The list of relationships are: APPEARED_IN DIRECTED_BY BELONGS_TO  The properties of the classes: Movie: label title released actors director box_office Director: label gender(male/female) movie_directed nationality(UK US JP TW) Genre: label  Actor nodes are: Isabelle Huppert Sacueline Bissse Sandrine Bonnaire Bob Steele... Movie nodes are: Brief Encounter Casablanca Before Sunrise Breathless In the Mood for Love... Director nodes are: David Lean Michael Curtiz Richard Linklater Jean-Luc Godard Kar Wai Wong... Genre nodes are: Romance Crime Sci-Fi Horror...    The actions to interact with the canvas are: load remove select unselect  The method to perform the actions are: by class by relation by property by node by selected  the above methods are strictly the only 5 methods. The instructions are a set of commands which can display or remove nodes and relationships on a canvas., action: load, method: by property, relation: '', class: Director, subject:'', node: ''," property: ""nationality: UK'"
Found the director of United Kindgom.,The classes of the nodes are: Actor Movie Film Director Genre  The list of relationships are: APPEARED_IN DIRECTED_BY BELONGS_TO  The properties of the classes: Movie: label title released actors director box_office Director: label gender(male/female) movie_directed nationality(UK US JP TW) Genre: label  Actor nodes are: Isabelle Huppert Sacueline Bissse Sandrine Bonnaire Bob Steele... Movie nodes are: Brief Encounter Casablanca Before Sunrise Breathless In the Mood for Love... Director nodes are: David Lean Michael Curtiz Richard Linklater Jean-Luc Godard Kar Wai Wong... Genre nodes are: Romance Crime Sci-Fi Horror...    The actions to interact with the canvas are: load remove select unselect  The method to perform the actions are: by class by relation by property by node by selected  the above methods are strictly the only 5 methods. The instructions are a set of commands which can display or remove nodes and relationships on a canvas., action: load, method: by property, relation: '', class: Director, subject:'', node: ''," property: ""nationality: UK'"
Show the nodes from both actor and movie class.,The classes of the nodes are: Actor Movie Film Director Genre  The list of relationships are: APPEARED_IN DIRECTED_BY BELONGS_TO  The properties of the classes: Movie: label title released actors director box_office Director: label gender(male/female) movie_directed nationality(UK US JP TW) Genre: label  Actor nodes are: Isabelle Huppert Sacueline Bissse Sandrine Bonnaire Bob Steele... Movie nodes are: Brief Encounter Casablanca Before Sunrise Breathless In the Mood for Love... Director nodes are: David Lean Michael Curtiz Richard Linklater Jean-Luc Godard Kar Wai Wong... Genre nodes are: Romance Crime Sci-Fi Horror...    The actions to interact with the canvas are: load remove select unselect  The method to perform the actions are: by class by relation by property by node by selected  the above methods are strictly the only 5 methods. The instructions are a set of commands which can display or remove nodes and relationships on a canvas., action: load, method: by class, relation: '', classes: ACTOR MOVIE, subject:'', node: '', property:''
Both actor and movie class can be displayed.,The classes of the nodes are: Actor Movie Film Director Genre  The list of relationships are: APPEARED_IN DIRECTED_BY BELONGS_TO  The properties of the classes: Movie: label title released actors director box_office Director: label gender(male/female) movie_directed nationality(UK US JP TW) Genre: label  Actor nodes are: Isabelle Huppert Sacueline Bissse Sandrine Bonnaire Bob Steele... Movie nodes are: Brief Encounter Casablanca Before Sunrise Breathless In the Mood for Love... Director nodes are: David Lean Michael Curtiz Richard Linklater Jean-Luc Godard Kar Wai Wong... Genre nodes are: Romance Crime Sci-Fi Horror...    The actions to interact with the canvas are: load remove select unselect  The method to perform the actions are: by class by relation by property by node by selected  the above methods are strictly the only 5 methods. The instructions are a set of commands which can display or remove nodes and relationships on a canvas., action: load, method: by class, relation: '', classes: ACTOR MOVIE, subject:'', node: '', property:''
The actor and movie class are displayed.,The classes of the nodes are: Actor Movie Film Director Genre  The list of relationships are: APPEARED_IN DIRECTED_BY BELONGS_TO  The properties of the classes: Movie: label title released actors director box_office Director: label gender(male/female) movie_directed nationality(UK US JP TW) Genre: label  Actor nodes are: Isabelle Huppert Sacueline Bissse Sandrine Bonnaire Bob Steele... Movie nodes are: Brief Encounter Casablanca Before Sunrise Breathless In the Mood for Love... Director nodes are: David Lean Michael Curtiz Richard Linklater Jean-Luc Godard Kar Wai Wong... Genre nodes are: Romance Crime Sci-Fi Horror...    The actions to interact with the canvas are: load remove select unselect  The method to perform the actions are: by class by relation by property by node by selected  the above methods are strictly the only 5 methods. The instructions are a set of commands which can display or remove nodes and relationships on a canvas., action: load, method: by class, relation: '', classes: ACTOR MOVIE, subject:'', node: '', property:''
Select actors appeared in In the Mood for Love.,The classes of the nodes are: Actor Movie Film Director Genre  The list of relationships are: APPEARED_IN DIRECTED_BY BELONGS_TO  The properties of the classes: Movie: label title released actors director box_office Director: label gender(male/female) movie_directed nationality(UK US JP TW) Genre: label  Actor nodes are: Isabelle Huppert Sacueline Bissse Sandrine Bonnaire Bob Steele... Movie nodes are: Brief Encounter Casablanca Before Sunrise Breathless In the Mood for Love... Director nodes are: David Lean Michael Curtiz Richard Linklater Jean-Luc Godard Kar Wai Wong... Genre nodes are: Romance Crime Sci-Fi Horror...    The actions to interact with the canvas are: load remove select unselect  The method to perform the actions are: by class by relation by property by node by selected  the above methods are strictly the only 5 methods. The instructions are a set of commands which can display or remove nodes and relationships on a canvas., action: select, method: by relation, relation: APPEARED_IN, class: '', subject: In the Mood for Love, node: '', property: ''
Pick actors who appeared in In the Mood for Love.,The classes of the nodes are: Actor Movie Film Director Genre  The list of relationships are: APPEARED_IN DIRECTED_BY BELONGS_TO  The properties of the classes: Movie: label title released actors director box_office Director: label gender(male/female) movie_directed nationality(UK US JP TW) Genre: label  Actor nodes are: Isabelle Huppert Sacueline Bissse Sandrine Bonnaire Bob Steele... Movie nodes are: Brief Encounter Casablanca Before Sunrise Breathless In the Mood for Love... Director nodes are: David Lean Michael Curtiz Richard Linklater Jean-Luc Godard Kar Wai Wong... Genre nodes are: Romance Crime Sci-Fi Horror...    The actions to interact with the canvas are: load remove select unselect  The method to perform the actions are: by class by relation by property by node by selected  the above methods are strictly the only 5 methods. The instructions are a set of commands which can display or remove nodes and relationships on a canvas., action: select, method: by relation, relation: APPEARED_IN, class: '', subject: In the Mood for Love, node: '', property: ''
Select actors in In the Mood for Love.,The classes of the nodes are: Actor Movie Film Director Genre  The list of relationships are: APPEARED_IN DIRECTED_BY BELONGS_TO  The properties of the classes: Movie: label title released actors director box_office Director: label gender(male/female) movie_directed nationality(UK US JP TW) Genre: label  Actor nodes are: Isabelle Huppert Sacueline Bissse Sandrine Bonnaire Bob Steele... Movie nodes are: Brief Encounter Casablanca Before Sunrise Breathless In the Mood for Love... Director nodes are: David Lean Michael Curtiz Richard Linklater Jean-Luc Godard Kar Wai Wong... Genre nodes are: Romance Crime Sci-Fi Horror...    The actions to interact with the canvas are: load remove select unselect  The method to perform the actions are: by class by relation by property by node by selected  the above methods are strictly the only 5 methods. The instructions are a set of commands which can display or remove nodes and relationships on a canvas., action: select, method: by relation, relation: APPEARED_IN, class: '', subject: In the Mood for Love, node: '', property: ''
