prompt,summary,action,method,relation,clazz,subject,node,property
Drop the models of which the total shipment is less than 1000, The classes of the nodes are: model_name material sku 1st_supplier 2nd_supplier Part total_shipment Region Total_Required   The relationships between the classes are: model_name all_material material material 1st_supplier_is 1st_supplier material 2nd_supplier_is 2nd_supplier material apply_to_sku sku model_name CONTAINS material Part SUPPLIER1 1st_supplier Part SUPPLIER2 2nd_supplier material USED_WITHIN sku material HAS_PART_NO Part model_name has_sku_in sku Region BELONGS_TO sku Total_Required WITHIN sku   The properties of each class are: material: label pn inventory 1st_supplier 2nd_supplier sku: label Total_Required Required_Q2 Required_Q1    The nodes of each class are: material nodes are: 7P Lens Dual Fins Fan Puma Spec Lable Carton Lable... sku nodes are: All SKU 7R.DIS13.14A 7R.DIS13.14U 7R.DIS13.14C 7R.DIS13.14E... Part nodes are: 7X.UMC66.15P 7H.TSM08.17F 7X.UMC66.15D 7X.UMC66.15E 7X.UMC66.15U... model_name nodes are: W1850 TK885 MJ116... Region nodes are: Europe Taiwan Korea USA Australia... 1st_supplier nodes are: Pilot Optics Good Design Co. Juniper Industry Alpha Industry ADVANCE Optics... 2nd_supplier nodes are: Jian Hong Manufacture ShinShin Eletronics Co. Blacksmith Industry Co. Fingers Printing... total_shipment nodes are: 1100 20200 1300 800 600 700 1400...     The actions to interact with the canvas are: load remove select unselect  The method to perform the actions are: by class by relation by property by node by selected  the above methods are strictly the only 5 methods. The instructions are a set of commands which can display or remove nodes and relationships on a canvas. , action: remove, method: by property, relation:'', class: model_name, subject:'', node: '', property: 'total_shipment: <1000'
Select the models of which the total shipment is between 1000 and 2000, The classes of the nodes are: model_name material sku 1st_supplier 2nd_supplier Part total_shipment Region Total_Required   The relationships between the classes are: model_name all_material material material 1st_supplier_is 1st_supplier material 2nd_supplier_is 2nd_supplier material apply_to_sku sku model_name CONTAINS material Part SUPPLIER1 1st_supplier Part SUPPLIER2 2nd_supplier material USED_WITHIN sku material HAS_PART_NO Part model_name has_sku_in sku Region BELONGS_TO sku Total_Required WITHIN sku   The properties of each class are: material: label pn inventory 1st_supplier 2nd_supplier sku: label Total_Required Required_Q2 Required_Q1    The nodes of each class are: material nodes are: 7P Lens Dual Fins Fan Puma Spec Lable Carton Lable... sku nodes are: All SKU 7R.DIS13.14A 7R.DIS13.14U 7R.DIS13.14C 7R.DIS13.14E... Part nodes are: 7X.UMC66.15P 7H.TSM08.17F 7X.UMC66.15D 7X.UMC66.15E 7X.UMC66.15U... model_name nodes are: W1850 TK885 MJ116... Region nodes are: Europe Taiwan Korea USA Australia... 1st_supplier nodes are: Pilot Optics Good Design Co. Juniper Industry Alpha Industry ADVANCE Optics... 2nd_supplier nodes are: Jian Hong Manufacture ShinShin Eletronics Co. Blacksmith Industry Co. Fingers Printing... total_shipment nodes are: 1100 20200 1300 800 600 700 1400...     The actions to interact with the canvas are: load remove select unselect  The method to perform the actions are: by class by relation by property by node by selected  the above methods are strictly the only 5 methods. The instructions are a set of commands which can display or remove nodes and relationships on a canvas. , action: select, method: by property, relation:'', class: model_name, subject:'', node: '', property: 'total_shipment: 1000~2000'
Select the models of which the total shipment is more than 10000, The classes of the nodes are: model_name material sku 1st_supplier 2nd_supplier Part total_shipment Region Total_Required   The relationships between the classes are: model_name all_material material material 1st_supplier_is 1st_supplier material 2nd_supplier_is 2nd_supplier material apply_to_sku sku model_name CONTAINS material Part SUPPLIER1 1st_supplier Part SUPPLIER2 2nd_supplier material USED_WITHIN sku material HAS_PART_NO Part model_name has_sku_in sku Region BELONGS_TO sku Total_Required WITHIN sku   The properties of each class are: material: label pn inventory 1st_supplier 2nd_supplier sku: label Total_Required Required_Q2 Required_Q1    The nodes of each class are: material nodes are: 7P Lens Dual Fins Fan Puma Spec Lable Carton Lable... sku nodes are: All SKU 7R.DIS13.14A 7R.DIS13.14U 7R.DIS13.14C 7R.DIS13.14E... Part nodes are: 7X.UMC66.15P 7H.TSM08.17F 7X.UMC66.15D 7X.UMC66.15E 7X.UMC66.15U... model_name nodes are: W1850 TK885 MJ116... Region nodes are: Europe Taiwan Korea USA Australia... 1st_supplier nodes are: Pilot Optics Good Design Co. Juniper Industry Alpha Industry ADVANCE Optics... 2nd_supplier nodes are: Jian Hong Manufacture ShinShin Eletronics Co. Blacksmith Industry Co. Fingers Printing... total_shipment nodes are: 1100 20200 1300 800 600 700 1400...     The actions to interact with the canvas are: load remove select unselect  The method to perform the actions are: by class by relation by property by node by selected  the above methods are strictly the only 5 methods. The instructions are a set of commands which can display or remove nodes and relationships on a canvas. , action: select, method: by property, relation:'', class: model_name, subject:'', node: '', property: 'total_shipment: >10000'
Drop the selected, The classes of the nodes are: model_name material sku 1st_supplier 2nd_supplier Part total_shipment Region Total_Required   The relationships between the classes are: model_name all_material material material 1st_supplier_is 1st_supplier material 2nd_supplier_is 2nd_supplier material apply_to_sku sku model_name CONTAINS material Part SUPPLIER1 1st_supplier Part SUPPLIER2 2nd_supplier material USED_WITHIN sku material HAS_PART_NO Part model_name has_sku_in sku Region BELONGS_TO sku Total_Required WITHIN sku   The properties of each class are: material: label pn inventory 1st_supplier 2nd_supplier sku: label Total_Required Required_Q2 Required_Q1    The nodes of each class are: material nodes are: 7P Lens Dual Fins Fan Puma Spec Lable Carton Lable... sku nodes are: All SKU 7R.DIS13.14A 7R.DIS13.14U 7R.DIS13.14C 7R.DIS13.14E... Part nodes are: 7X.UMC66.15P 7H.TSM08.17F 7X.UMC66.15D 7X.UMC66.15E 7X.UMC66.15U... model_name nodes are: W1850 TK885 MJ116... Region nodes are: Europe Taiwan Korea USA Australia... 1st_supplier nodes are: Pilot Optics Good Design Co. Juniper Industry Alpha Industry ADVANCE Optics... 2nd_supplier nodes are: Jian Hong Manufacture ShinShin Eletronics Co. Blacksmith Industry Co. Fingers Printing... total_shipment nodes are: 1100 20200 1300 800 600 700 1400...     The actions to interact with the canvas are: load remove select unselect  The method to perform the actions are: by class by relation by property by node by selected  the above methods are strictly the only 5 methods. The instructions are a set of commands which can display or remove nodes and relationships on a canvas. , action: remove, method: by selected, relation:'', class: '', subject:'', node: '', property:''
Materials that start with '7', The classes of the nodes are: model_name material sku 1st_supplier 2nd_supplier Part total_shipment Region Total_Required   The relationships between the classes are: model_name all_material material material 1st_supplier_is 1st_supplier material 2nd_supplier_is 2nd_supplier material apply_to_sku sku model_name CONTAINS material Part SUPPLIER1 1st_supplier Part SUPPLIER2 2nd_supplier material USED_WITHIN sku material HAS_PART_NO Part model_name has_sku_in sku Region BELONGS_TO sku Total_Required WITHIN sku   The properties of each class are: material: label pn inventory 1st_supplier 2nd_supplier sku: label Total_Required Required_Q2 Required_Q1    The nodes of each class are: material nodes are: 7P Lens Dual Fins Fan Puma Spec Lable Carton Lable... sku nodes are: All SKU 7R.DIS13.14A 7R.DIS13.14U 7R.DIS13.14C 7R.DIS13.14E... Part nodes are: 7X.UMC66.15P 7H.TSM08.17F 7X.UMC66.15D 7X.UMC66.15E 7X.UMC66.15U... model_name nodes are: W1850 TK885 MJ116... Region nodes are: Europe Taiwan Korea USA Australia... 1st_supplier nodes are: Pilot Optics Good Design Co. Juniper Industry Alpha Industry ADVANCE Optics... 2nd_supplier nodes are: Jian Hong Manufacture ShinShin Eletronics Co. Blacksmith Industry Co. Fingers Printing... total_shipment nodes are: 1100 20200 1300 800 600 700 1400...     The actions to interact with the canvas are: load remove select unselect  The method to perform the actions are: by class by relation by property by node by selected  the above methods are strictly the only 5 methods. The instructions are a set of commands which can display or remove nodes and relationships on a canvas. , action: load, method: by node, relation:'', class: MATERIAL, subject:'', node: '7*', property:''
Zoom in to the right area, The classes of the nodes are: model_name material sku 1st_supplier 2nd_supplier Part total_shipment Region Total_Required   The relationships between the classes are: model_name all_material material material 1st_supplier_is 1st_supplier material 2nd_supplier_is 2nd_supplier material apply_to_sku sku model_name CONTAINS material Part SUPPLIER1 1st_supplier Part SUPPLIER2 2nd_supplier material USED_WITHIN sku material HAS_PART_NO Part model_name has_sku_in sku Region BELONGS_TO sku Total_Required WITHIN sku   The properties of each class are: material: label pn inventory 1st_supplier 2nd_supplier sku: label Total_Required Required_Q2 Required_Q1    The nodes of each class are: material nodes are: 7P Lens Dual Fins Fan Puma Spec Lable Carton Lable... sku nodes are: All SKU 7R.DIS13.14A 7R.DIS13.14U 7R.DIS13.14C 7R.DIS13.14E... Part nodes are: 7X.UMC66.15P 7H.TSM08.17F 7X.UMC66.15D 7X.UMC66.15E 7X.UMC66.15U... model_name nodes are: W1850 TK885 MJ116... Region nodes are: Europe Taiwan Korea USA Australia... 1st_supplier nodes are: Pilot Optics Good Design Co. Juniper Industry Alpha Industry ADVANCE Optics... 2nd_supplier nodes are: Jian Hong Manufacture ShinShin Eletronics Co. Blacksmith Industry Co. Fingers Printing... total_shipment nodes are: 1100 20200 1300 800 600 700 1400...     The actions to interact with the canvas are: load remove select unselect  The method to perform the actions are: by class by relation by property by node by selected  the above methods are strictly the only 5 methods. The instructions are a set of commands which can display or remove nodes and relationships on a canvas. , action: not supported, method: '', relation:'', class: '', subject:'', node: '', property:''
Show me all cities, All the classes of the nodes are: Case City Country Location Person  All the relations of the nodes are: citizen_of in infected_by infected_in resident_of  The properties of each class are as following  class: Case properties: label treatment occupation gender age contagion diagnostic_confidence confirmed_date _degree sample node names: case190 case200 case210 case490  class: City properties: label sample node names: north center south  class: Country properties: label sample node names: us br uk jp fr de  All the actions to interact with the canvas are: load remove select unselect  the method to perform the actions are: by class by relation by property by node by selected  the above methods are strictly the only 5 methods   The instructions are a set of commands which can display or remove nodes and relationships on a canvas., action: load, method: by class, relation:'', class: City, subject:'', node: '', property:''
Load all countries for me, All the classes of the nodes are: Case City Country Location Person  All the relations of the nodes are: citizen_of in infected_by infected_in resident_of  The properties of each class are as following  class: Case properties: label treatment occupation gender age contagion diagnostic_confidence confirmed_date _degree sample node names: case190 case200 case210 case490  class: City properties: label sample node names: north center south  class: Country properties: label sample node names: us br uk jp fr de  All the actions to interact with the canvas are: load remove select unselect  the method to perform the actions are: by class by relation by property by node by selected  the above methods are strictly the only 5 methods   The instructions are a set of commands which can display or remove nodes and relationships on a canvas., action: load, method: by class, relation:'', class: Country, subject:'', node: '', property:''
Show me all cases, All the classes of the nodes are: Case City Country Location Person  All the relations of the nodes are: citizen_of in infected_by infected_in resident_of  The properties of each class are as following  class: Case properties: label treatment occupation gender age contagion diagnostic_confidence confirmed_date _degree sample node names: case190 case200 case210 case490  class: City properties: label sample node names: north center south  class: Country properties: label sample node names: us br uk jp fr de  All the actions to interact with the canvas are: load remove select unselect  the method to perform the actions are: by class by relation by property by node by selected  the above methods are strictly the only 5 methods   The instructions are a set of commands which can display or remove nodes and relationships on a canvas., action: load, method: by class, relation:'', class: Case, subject:'', node: '', property:''
Show me cases infected in Japan and United Kingdom, All the classes of the nodes are: Case City Country Location Person  All the relations of the nodes are: citizen_of in infected_by infected_in resident_of  The properties of each class are as following  class: Case properties: label treatment occupation gender age contagion diagnostic_confidence confirmed_date _degree sample node names: case190 case200 case210 case490  class: City properties: label sample node names: north center south  class: Country properties: label sample node names: us br uk jp fr de  All the actions to interact with the canvas are: load remove select unselect  the method to perform the actions are: by class by relation by property by node by selected  the above methods are strictly the only 5 methods   The instructions are a set of commands which can display or remove nodes and relationships on a canvas., action: load, method: by relation, relation: infected_in, class: '', subject: uk jp, node: '', property:''
Cases infected in the US, All the classes of the nodes are: Case City Country Location Person  All the relations of the nodes are: citizen_of in infected_by infected_in resident_of  The properties of each class are as following  class: Case properties: label treatment occupation gender age contagion diagnostic_confidence confirmed_date _degree sample node names: case190 case200 case210 case490  class: City properties: label sample node names: north center south  class: Country properties: label sample node names: us br uk jp fr de  All the actions to interact with the canvas are: load remove select unselect  the method to perform the actions are: by class by relation by property by node by selected  the above methods are strictly the only 5 methods   The instructions are a set of commands which can display or remove nodes and relationships on a canvas., action: load, method: by relation, relation: infected_in, class: '', subject: us, node: '', property:''
Show me case190 was infected by, All the classes of the nodes are: Case City Country Location Person  All the relations of the nodes are: citizen_of in infected_by infected_in resident_of  The properties of each class are as following  class: Case properties: label treatment occupation gender age contagion diagnostic_confidence confirmed_date _degree sample node names: case190 case200 case210 case490  class: City properties: label sample node names: north center south  class: Country properties: label sample node names: us br uk jp fr de  All the actions to interact with the canvas are: load remove select unselect  the method to perform the actions are: by class by relation by property by node by selected  the above methods are strictly the only 5 methods   The instructions are a set of commands which can display or remove nodes and relationships on a canvas., action: load, method: by relation, relation: infected_by, class: '', subject: case190, node: '', property:''
Select the case that effected case210, All the classes of the nodes are: Case City Country Location Person  All the relations of the nodes are: citizen_of in infected_by infected_in resident_of  The properties of each class are as following  class: Case properties: label treatment occupation gender age contagion diagnostic_confidence confirmed_date _degree sample node names: case190 case200 case210 case490  class: City properties: label sample node names: north center south  class: Country properties: label sample node names: us br uk jp fr de  All the actions to interact with the canvas are: load remove select unselect  the method to perform the actions are: by class by relation by property by node by selected  the above methods are strictly the only 5 methods   The instructions are a set of commands which can display or remove nodes and relationships on a canvas., action: select, method: by relation, relation: infected_by, class: '', subject: case210, node: '', property:''
Cases that are resident of North side, All the classes of the nodes are: Case City Country Location Person  All the relations of the nodes are: citizen_of in infected_by infected_in resident_of  The properties of each class are as following  class: Case properties: label treatment occupation gender age contagion diagnostic_confidence confirmed_date _degree sample node names: case190 case200 case210 case490  class: City properties: label sample node names: north center south  class: Country properties: label sample node names: us br uk jp fr de  All the actions to interact with the canvas are: load remove select unselect  the method to perform the actions are: by class by relation by property by node by selected  the above methods are strictly the only 5 methods   The instructions are a set of commands which can display or remove nodes and relationships on a canvas., action: load, method: by relation, relation: resident_of, class: '', subject: north, node: '', property:''
Cases that are from United State and Germany, All the classes of the nodes are: Case City Country Location Person  All the relations of the nodes are: citizen_of in infected_by infected_in resident_of  The properties of each class are as following  class: Case properties: label treatment occupation gender age contagion diagnostic_confidence confirmed_date _degree sample node names: case190 case200 case210 case490  class: City properties: label sample node names: north center south  class: Country properties: label sample node names: us br uk jp fr de  All the actions to interact with the canvas are: load remove select unselect  the method to perform the actions are: by class by relation by property by node by selected  the above methods are strictly the only 5 methods   The instructions are a set of commands which can display or remove nodes and relationships on a canvas., action: load, method: by relation, relation: citizen_of, class: '', subject: us de, node: '', property:''
Select cases infected in the US, All the classes of the nodes are: Case City Country Location Person  All the relations of the nodes are: citizen_of in infected_by infected_in resident_of  The properties of each class are as following  class: Case properties: label treatment occupation gender age contagion diagnostic_confidence confirmed_date _degree sample node names: case190 case200 case210 case490  class: City properties: label sample node names: north center south  class: Country properties: label sample node names: us br uk jp fr de  All the actions to interact with the canvas are: load remove select unselect  the method to perform the actions are: by class by relation by property by node by selected  the above methods are strictly the only 5 methods   The instructions are a set of commands which can display or remove nodes and relationships on a canvas., action: select, method: by class, relation: infected_in, class: '', subject: us, node: '', property:''
Unselect cases infected in the US, All the classes of the nodes are: Case City Country Location Person  All the relations of the nodes are: citizen_of in infected_by infected_in resident_of  The properties of each class are as following  class: Case properties: label treatment occupation gender age contagion diagnostic_confidence confirmed_date _degree sample node names: case190 case200 case210 case490  class: City properties: label sample node names: north center south  class: Country properties: label sample node names: us br uk jp fr de  All the actions to interact with the canvas are: load remove select unselect  the method to perform the actions are: by class by relation by property by node by selected  the above methods are strictly the only 5 methods   The instructions are a set of commands which can display or remove nodes and relationships on a canvas., action: unselect, method: by relation, relation: infected_in, class: '', subject: us, node: '', property:''
Drop cases infected in the Japan, All the classes of the nodes are: Case City Country Location Person  All the relations of the nodes are: citizen_of in infected_by infected_in resident_of  The properties of each class are as following  class: Case properties: label treatment occupation gender age contagion diagnostic_confidence confirmed_date _degree sample node names: case190 case200 case210 case490  class: City properties: label sample node names: north center south  class: Country properties: label sample node names: us br uk jp fr de  All the actions to interact with the canvas are: load remove select unselect  the method to perform the actions are: by class by relation by property by node by selected  the above methods are strictly the only 5 methods   The instructions are a set of commands which can display or remove nodes and relationships on a canvas., action: Remove, method: by relation, relation: infected_in, class: '', subject: jp, node: '', property:''
Select cases who are citizen of Brazil, All the classes of the nodes are: Case City Country Location Person  All the relations of the nodes are: citizen_of in infected_by infected_in resident_of  The properties of each class are as following  class: Case properties: label treatment occupation gender age contagion diagnostic_confidence confirmed_date _degree sample node names: case190 case200 case210 case490  class: City properties: label sample node names: north center south  class: Country properties: label sample node names: us br uk jp fr de  All the actions to interact with the canvas are: load remove select unselect  the method to perform the actions are: by class by relation by property by node by selected  the above methods are strictly the only 5 methods   The instructions are a set of commands which can display or remove nodes and relationships on a canvas., action: select, method: by relation, relation: citizen_of, class: '', subject: br, node: '', property:''
Load all cases in Japan, All the classes of the nodes are: Case City Country Location Person  All the relations of the nodes are: citizen_of in infected_by infected_in resident_of  The properties of each class are as following  class: Case properties: label treatment occupation gender age contagion diagnostic_confidence confirmed_date _degree sample node names: case190 case200 case210 case490  class: City properties: label sample node names: north center south  class: Country properties: label sample node names: us br uk jp fr de  All the actions to interact with the canvas are: load remove select unselect  the method to perform the actions are: by class by relation by property by node by selected  the above methods are strictly the only 5 methods   The instructions are a set of commands which can display or remove nodes and relationships on a canvas., action: load, method: by class, relation: citizen_of, class: Case, subject: jp, node: '', property:''
Load cases who are citizen of France, All the classes of the nodes are: Case City Country Location Person  All the relations of the nodes are: citizen_of in infected_by infected_in resident_of  The properties of each class are as following  class: Case properties: label treatment occupation gender age contagion diagnostic_confidence confirmed_date _degree sample node names: case190 case200 case210 case490  class: City properties: label sample node names: north center south  class: Country properties: label sample node names: us br uk jp fr de  All the actions to interact with the canvas are: load remove select unselect  the method to perform the actions are: by class by relation by property by node by selected  the above methods are strictly the only 5 methods   The instructions are a set of commands which can display or remove nodes and relationships on a canvas., action: load, method: by relations, relation: citizen_of, class: '', subject: fr, node: '', property:''
Load people who are citizen of US, All the classes of the nodes are: Case City Country Location Person  All the relations of the nodes are: citizen_of in infected_by infected_in resident_of  The properties of each class are as following  class: Case properties: label treatment occupation gender age contagion diagnostic_confidence confirmed_date _degree sample node names: case190 case200 case210 case490  class: City properties: label sample node names: north center south  class: Country properties: label sample node names: us br uk jp fr de  All the actions to interact with the canvas are: load remove select unselect  the method to perform the actions are: by class by relation by property by node by selected  the above methods are strictly the only 5 methods   The instructions are a set of commands which can display or remove nodes and relationships on a canvas., action: load, method: by relations, relation: citizen_of, class: '', subject: us, node: '', property:''
Select people who are resident of center part of Taiwan, All the classes of the nodes are: Case City Country Location Person  All the relations of the nodes are: citizen_of in infected_by infected_in resident_of  The properties of each class are as following  class: Case properties: label treatment occupation gender age contagion diagnostic_confidence confirmed_date _degree sample node names: case190 case200 case210 case490  class: City properties: label sample node names: north center south  class: Country properties: label sample node names: us br uk jp fr de  All the actions to interact with the canvas are: load remove select unselect  the method to perform the actions are: by class by relation by property by node by selected  the above methods are strictly the only 5 methods   The instructions are a set of commands which can display or remove nodes and relationships on a canvas., action: select, method: by relationrelation: resident_of, relation:'', class: '', subject: center, node: '', property:''
Drop people who are citizen of US, All the classes of the nodes are: Case City Country Location Person  All the relations of the nodes are: citizen_of in infected_by infected_in resident_of  The properties of each class are as following  class: Case properties: label treatment occupation gender age contagion diagnostic_confidence confirmed_date _degree sample node names: case190 case200 case210 case490  class: City properties: label sample node names: north center south  class: Country properties: label sample node names: us br uk jp fr de  All the actions to interact with the canvas are: load remove select unselect  the method to perform the actions are: by class by relation by property by node by selected  the above methods are strictly the only 5 methods   The instructions are a set of commands which can display or remove nodes and relationships on a canvas., action: remove, method: by relation, relation: CITIZEN_OF, class: '', subject: us, node: '', property:''
Select nodes that has relations with case490, All the classes of the nodes are: Case City Country Location Person  All the relations of the nodes are: citizen_of in infected_by infected_in resident_of  The properties of each class are as following  class: Case properties: label treatment occupation gender age contagion diagnostic_confidence confirmed_date _degree sample node names: case190 case200 case210 case490  class: City properties: label sample node names: north center south  class: Country properties: label sample node names: us br uk jp fr de  All the actions to interact with the canvas are: load remove select unselect  the method to perform the actions are: by class by relation by property by node by selected  the above methods are strictly the only 5 methods   The instructions are a set of commands which can display or remove nodes and relationships on a canvas., action: select, method: by node, relation:'', class: '', subject:'', node: case490, property:''
Select nodes that are not connected to case200, All the classes of the nodes are: Case City Country Location Person  All the relations of the nodes are: citizen_of in infected_by infected_in resident_of  The properties of each class are as following  class: Case properties: label treatment occupation gender age contagion diagnostic_confidence confirmed_date _degree sample node names: case190 case200 case210 case490  class: City properties: label sample node names: north center south  class: Country properties: label sample node names: us br uk jp fr de  All the actions to interact with the canvas are: load remove select unselect  the method to perform the actions are: by class by relation by property by node by selected  the above methods are strictly the only 5 methods   The instructions are a set of commands which can display or remove nodes and relationships on a canvas., action: select, method: by node, relation:'', class: '', subject:'', node: !case200, property:''
Drop the female cases, All the classes of the nodes are: Case City Country Location Person  All the relations of the nodes are: citizen_of in infected_by infected_in resident_of  The properties of each class are as following  class: Case properties: label treatment occupation gender age contagion diagnostic_confidence confirmed_date _degree sample node names: case190 case200 case210 case490  class: City properties: label sample node names: north center south  class: Country properties: label sample node names: us br uk jp fr de  All the actions to interact with the canvas are: load remove select unselect  the method to perform the actions are: by class by relation by property by node by selected  the above methods are strictly the only 5 methods   The instructions are a set of commands which can display or remove nodes and relationships on a canvas., action: remove, method: by property, relation:'', class: Case, subject:'', node: '', property: 'gender: female'
Select the female cases, All the classes of the nodes are: Case City Country Location Person  All the relations of the nodes are: citizen_of in infected_by infected_in resident_of  The properties of each class are as following  class: Case properties: label treatment occupation gender age contagion diagnostic_confidence confirmed_date _degree sample node names: case190 case200 case210 case490  class: City properties: label sample node names: north center south  class: Country properties: label sample node names: us br uk jp fr de  All the actions to interact with the canvas are: load remove select unselect  the method to perform the actions are: by class by relation by property by node by selected  the above methods are strictly the only 5 methods   The instructions are a set of commands which can display or remove nodes and relationships on a canvas., action: select, method: by property, relation:'', class: Case, subject:'', node: '', property: 'gender: female'
Load female cases, All the classes of the nodes are: Case City Country Location Person  All the relations of the nodes are: citizen_of in infected_by infected_in resident_of  The properties of each class are as following  class: Case properties: label treatment occupation gender age contagion diagnostic_confidence confirmed_date _degree sample node names: case190 case200 case210 case490  class: City properties: label sample node names: north center south  class: Country properties: label sample node names: us br uk jp fr de  All the actions to interact with the canvas are: load remove select unselect  the method to perform the actions are: by class by relation by property by node by selected  the above methods are strictly the only 5 methods   The instructions are a set of commands which can display or remove nodes and relationships on a canvas., action: load, method: by property, relation:'', class: Case, subject:'', node: '', property: 'gender: female'
Drop the male cases, All the classes of the nodes are: Case City Country Location Person  All the relations of the nodes are: citizen_of in infected_by infected_in resident_of  The properties of each class are as following  class: Case properties: label treatment occupation gender age contagion diagnostic_confidence confirmed_date _degree sample node names: case190 case200 case210 case490  class: City properties: label sample node names: north center south  class: Country properties: label sample node names: us br uk jp fr de  All the actions to interact with the canvas are: load remove select unselect  the method to perform the actions are: by class by relation by property by node by selected  the above methods are strictly the only 5 methods   The instructions are a set of commands which can display or remove nodes and relationships on a canvas., action: remove, method: by property, relation:'', class: Case, subject:'', node: '', property: 'gender: male'
Select the cases with over 18 years old, All the classes of the nodes are: Case City Country Location Person  All the relations of the nodes are: citizen_of in infected_by infected_in resident_of  The properties of each class are as following  class: Case properties: label treatment occupation gender age contagion diagnostic_confidence confirmed_date _degree sample node names: case190 case200 case210 case490  class: City properties: label sample node names: north center south  class: Country properties: label sample node names: us br uk jp fr de  All the actions to interact with the canvas are: load remove select unselect  the method to perform the actions are: by class by relation by property by node by selected  the above methods are strictly the only 5 methods   The instructions are a set of commands which can display or remove nodes and relationships on a canvas., action: select, method: by property, relation:'', class: Case, subject:'', node: '', property: 'age: >18'
Select the cases younger than 34 years old, All the classes of the nodes are: Case City Country Location Person  All the relations of the nodes are: citizen_of in infected_by infected_in resident_of  The properties of each class are as following  class: Case properties: label treatment occupation gender age contagion diagnostic_confidence confirmed_date _degree sample node names: case190 case200 case210 case490  class: City properties: label sample node names: north center south  class: Country properties: label sample node names: us br uk jp fr de  All the actions to interact with the canvas are: load remove select unselect  the method to perform the actions are: by class by relation by property by node by selected  the above methods are strictly the only 5 methods   The instructions are a set of commands which can display or remove nodes and relationships on a canvas., action: select, method: by property, relation:'', class: Case, subject:'', node: '', property: 'age: <34'
Load the cases of age greater than 54 years old, All the classes of the nodes are: Case City Country Location Person  All the relations of the nodes are: citizen_of in infected_by infected_in resident_of  The properties of each class are as following  class: Case properties: label treatment occupation gender age contagion diagnostic_confidence confirmed_date _degree sample node names: case190 case200 case210 case490  class: City properties: label sample node names: north center south  class: Country properties: label sample node names: us br uk jp fr de  All the actions to interact with the canvas are: load remove select unselect  the method to perform the actions are: by class by relation by property by node by selected  the above methods are strictly the only 5 methods   The instructions are a set of commands which can display or remove nodes and relationships on a canvas., action: load, method: by property, relation:'', class: Case, subject:'', node: '', property: 'age: >54'
Select the cases of age greater than 54 years old, All the classes of the nodes are: Case City Country Location Person  All the relations of the nodes are: citizen_of in infected_by infected_in resident_of  The properties of each class are as following  class: Case properties: label treatment occupation gender age contagion diagnostic_confidence confirmed_date _degree sample node names: case190 case200 case210 case490  class: City properties: label sample node names: north center south  class: Country properties: label sample node names: us br uk jp fr de  All the actions to interact with the canvas are: load remove select unselect  the method to perform the actions are: by class by relation by property by node by selected  the above methods are strictly the only 5 methods   The instructions are a set of commands which can display or remove nodes and relationships on a canvas., action: select, method: by property, relation:'', class: Case, subject:'', node: '', property: 'age: >54'
Select the cases of age between 18 and 24, All the classes of the nodes are: Case City Country Location Person  All the relations of the nodes are: citizen_of in infected_by infected_in resident_of  The properties of each class are as following  class: Case properties: label treatment occupation gender age contagion diagnostic_confidence confirmed_date _degree sample node names: case190 case200 case210 case490  class: City properties: label sample node names: north center south  class: Country properties: label sample node names: us br uk jp fr de  All the actions to interact with the canvas are: load remove select unselect  the method to perform the actions are: by class by relation by property by node by selected  the above methods are strictly the only 5 methods   The instructions are a set of commands which can display or remove nodes and relationships on a canvas., action: select, method: by property, relation:'', class: Case, subject:'', node: '', property: 'age: 18~24'
Load the cases of age between 28 and 62, All the classes of the nodes are: Case City Country Location Person  All the relations of the nodes are: citizen_of in infected_by infected_in resident_of  The properties of each class are as following  class: Case properties: label treatment occupation gender age contagion diagnostic_confidence confirmed_date _degree sample node names: case190 case200 case210 case490  class: City properties: label sample node names: north center south  class: Country properties: label sample node names: us br uk jp fr de  All the actions to interact with the canvas are: load remove select unselect  the method to perform the actions are: by class by relation by property by node by selected  the above methods are strictly the only 5 methods   The instructions are a set of commands which can display or remove nodes and relationships on a canvas., action: load, method: by property, relation:'', class: Case, subject:'', node: '', property: 'age: 28~62'
Unselect the cases of age between 28 and 48, All the classes of the nodes are: Case City Country Location Person  All the relations of the nodes are: citizen_of in infected_by infected_in resident_of  The properties of each class are as following  class: Case properties: label treatment occupation gender age contagion diagnostic_confidence confirmed_date _degree sample node names: case190 case200 case210 case490  class: City properties: label sample node names: north center south  class: Country properties: label sample node names: us br uk jp fr de  All the actions to interact with the canvas are: load remove select unselect  the method to perform the actions are: by class by relation by property by node by selected  the above methods are strictly the only 5 methods   The instructions are a set of commands which can display or remove nodes and relationships on a canvas., action: unselect, method: by property, relation:'', class: Case, subject:'', node: '', property: 'age: 28~48'
Unselect the cases of age between 18 and 24, All the classes of the nodes are: Case City Country Location Person  All the relations of the nodes are: citizen_of in infected_by infected_in resident_of  The properties of each class are as following  class: Case properties: label treatment occupation gender age contagion diagnostic_confidence confirmed_date _degree sample node names: case190 case200 case210 case490  class: City properties: label sample node names: north center south  class: Country properties: label sample node names: us br uk jp fr de  All the actions to interact with the canvas are: load remove select unselect  the method to perform the actions are: by class by relation by property by node by selected  the above methods are strictly the only 5 methods   The instructions are a set of commands which can display or remove nodes and relationships on a canvas., action: unselect, method: by property, relation:'', class: Case, subject:'', node: '', property: 'age: 18~24'
